_orig_index,text,clean_text_sample,text_sentiment
1577,"Xo party tonight _¤ª
#stockmarketcrash",Xo party tonight _¤a #stockmarketcrash,1
1578,"YOU HAVE TWO OPTIONS!?

#Fed #inflation #fintwit #recession #economy #bearmarket #stagflation #StockMarket #stockmarketcrash",YOU HAVE TWO OPTIONS!? #Fed #inflation #fintwit #recession #economy #bearmarket #stagflation #StockMarket #stockmarketcrash,0
1579,Yay #stockmarketcrash,Yay #stockmarketcrash,1
1580,"Yes, pin your midterm dreams on abortion. Everyone is gonna forget inflation, gas prices, their 401Ks and the #stockmarketcrash.","Yes, pin your midterm dreams on abortion. Everyone is gonna forget inflation, gas prices, their 401Ks and the #stockmarketcrash.",1
1581,You call it risk off. I call it puts buy. #spy #qqq #stockmarketcrash #stocks #spx #sp500,You call it risk off. I call it puts buy. #spy #qqq #stockmarketcrash #stocks #spx #sp500,2
1582,You can__ taper a Ponzi #bearmarket #FederalReserve #bitcoin,You can__ taper a Ponzi #bearmarket #FederalReserve #bitcoin,0
1583,"You don__ control risk when you sell, you control it when you buy; when you sell you simply take the loss, but the loss should already be predetermined and it should make mathematical sense.

#stockmarketcrash #investmentpsychology #technicalanalysis","You don__ control risk when you sell, you control it when you buy; when you sell you simply take the loss, but the loss should already be predetermined and it should make mathematical sense. #stockmarketcrash #investmentpsychology #technicalanalysis",2
1584,"You ever get into a trade and wish you went all-in a week ago later...? Yeah that's me rt __

$oxen $BTC #ALTS #ALTSEASON #BEARMARKET #BULLMARKET",You ever get into a trade and wish you went all-in a week ago later...? Yeah that's me rt __ <TICKER> <TICKER> #ALTS #ALTSEASON #BEARMARKET #BULLMARKET,1
1585,You know retail investors are taking risk seriously when #stockmarketcrash is trending. It may be different this time!,You know retail investors are taking risk seriously when #stockmarketcrash is trending. It may be different this time!,2
1586,"You know what asset doesn__ crash for reasons outside of your control? _ Your reputation. The greatest assets you have outside of your health and your family.

#stockmarketcrash #Cryptocrash",You know what asset doesn__ crash for reasons outside of your control? _ Your reputation. The greatest assets you have outside of your health and your family. #stockmarketcrash #Cryptocrash,1
1587,"You know you're in a #bearmarket when

the ponzi schemes, rugpulls or whatever shitcoins are trying to convince you that they are not a scam by posting flyers on social media stating that they are not scams...
 _¤¦_____ï¸
#NuffSaid","You know you're in a #bearmarket when the ponzi schemes, rugpulls or whatever shitcoins are trying to convince you that they are not a scam by posting flyers on social media stating that they are not scams... _¤¦_____ï ̧ #NuffSaid",1
1588,"You know you're in a #bearmarket when...

you really wanted that green candle and #bitcoin gives you an 8th consecutive red week... ahh come oooooon!",You know you're in a #bearmarket when... you really wanted that green candle and #bitcoin gives you an 8th consecutive red week... ahh come oooooon!,0
1589,"You know you're in a #bearmarket...

when you need to look at the 1h time frame to see #bitcoin still respect the bollinger bands...",You know you're in a #bearmarket... when you need to look at the 1h time frame to see #bitcoin still respect the bollinger bands...,1
1590,"You must to have a vision for a long term, if you are operating a bounce or a boost, if you are doing a trade or acumulating... how many time could to last this crisis.#bearmarket #btc #ETH #Ethereum #Bitcoin #sp500 #spx #bearmarket","You must to have a vision for a long term, if you are operating a bounce or a boost, if you are doing a trade or acumulating... how many time could to last this crisis.#bearmarket #btc #ETH #Ethereum #Bitcoin #sp500 #spx #bearmarket",1
1591,You still think this is a #bearmarket rally don__ you Anon?,You still think this is a #bearmarket rally don__ you Anon?,0
1592,Your portfolio won't turn green if you keep checking it every 5 minutes. #stockmarketcrash,Your portfolio won't turn green if you keep checking it every 5 minutes. #stockmarketcrash,0
1593,"Your relationships. Especially during a #bearmarket. Invest time with loved ones. We could all use a bit of support, &amp; the relationships you build now are some of the best you'll ever have. Truly life changing._","Your relationships. Especially during a #bearmarket. Invest time with loved ones. We could all use a bit of support, &amp; the relationships you build now are some of the best you'll ever have. Truly life changing._",1
1594,"[23/02, 08:11] Khan: Adanipower__120.55
Buy zone__121__125__129
Sloss__114
[23/02, 08:12] IsrarKhan: Ibreal __113.65
Buy zone__114___119__125
Sloss __108
[23/02, 08:13]  Khan: Genesys __462.30
465__475__579
Sloss__448__#intraday #stockmarketcrash #StockMarket #NSE #tradesecret","[23/02, 08:11] Khan: Adanipower__120.55 Buy zone__121__125__129 Sloss__114 [23/02, 08:12] IsrarKhan: Ibreal __113.65 Buy zone__114___119__125 Sloss __108 [23/02, 08:13] Khan: Genesys __462.30 465__475__579 Sloss__448__#intraday #stockmarketcrash #StockMarket #NSE #tradesecret",0
1595,"_ Custa ver o saldo a -50% , mas sabe bem comprar mais barato! Um mercado que sÃ³ o longo prazo pode trazer dinheiro! #Cryptocrash #criptomoedas 

_ SerÃ¡ isto uma novidade ou apenas nÃ³s nÃ£o querÃ­amos acreditar que fosse possÃ­vel ? #bearmarket #Bitcoin 

#HODL #ETH #ADA #Solana","_ Custa ver o saldo a -50% , mas sabe bem comprar mais barato! Um mercado que sÃ3 o longo prazo pode trazer dinheiro! #Cryptocrash #criptomoedas _ SerÃ¡ isto uma novidade ou apenas nÃ3s nÃ£o querÃ­amos acreditar que fosse possÃ­vel ? #bearmarket #Bitcoin #HODL #ETH #ADA #Solana",0
1596,"__ $TWLO Calls over 105.74 $TWLO Puts under 96.41
$SHOP Calls over 379.74 $SHOP Puts under 355.02
$JD Calls over 53.26 $JD Puts under 50.64 __
Stop sleeping on my plays #trade #TRADINGTIPS #OptionsTrading #stockmarketcrash #TheStrat #NASDAQ $SPY",__ <TICKER> Calls over 105.74 <TICKER> Puts under 96.41 <TICKER> Calls over 379.74 <TICKER> Puts under 355.02 <TICKER> Calls over 53.26 <TICKER> Puts under 50.64 __ Stop sleeping on my plays #trade #TRADINGTIPS #OptionsTrading #stockmarketcrash #TheStrat #NASDAQ <TICKER>,2
1597,"__ Is the Bottom in ? ____

- 3_ months in #bearmarket territory

- In #APEMC we think the light may be coming soon to the #cryptocurrency space why

1- Less correlation to the stock market
2- Current price of #Bitcoin near ATH of previous market cycle at 26K.
3- Media attacks High",__ Is the Bottom in ? ____ - 3_ months in #bearmarket territory - In #APEMC we think the light may be coming soon to the #cryptocurrency space why 1- Less correlation to the stock market 2- Current price of #Bitcoin near ATH of previous market cycle at 26K. 3- Media attacks High,2
1598,"__ _Ø§__ 2021 _Ø§_ Ø§_Ø¨_Ø¹ Ø¨Ø´__ _Ø¨_Ø± _Ø³Ø±_Ø¹ _Ø§_Ú¤_____ Ø§__Ø¨_Ø± _Ø§_ Ø¨Ø³Ø¨Ø¨ Ø§_Ø®___ __Ø°Ø§ Ø§_Ø´_ __ _Ø§Ø¹Ø¯ _Ø­Øµ_ Ø§_Ø­__

Ø§__Ø¹Ø¯___ __ _Ø§Ø¹Ø¯__ _Ø¨_Ø¹_! _Ø§Ø±_Ø§_ Ø¨_Øª____ Ø¹_Ø¯__ _Ø§Ø¹Ø¯Ø© ØªØ²_Ø¯.. __ ØªØ¹Øª_Ø¯ __ _Ø§_ #BearMarket Ø§__Ø¹Ø¯___ _Ø§ Ø¨_Ø¨_Ø¹_Ø§_ _Ø§ _Ø¹Øª_Ø¯",__ _Ø§__ 2021 _Ø§_ Ø§_Ø ̈_Ø1 Ø ̈Ø ́__ _Ø ̈_Ø± _Ø3Ø±_Ø1 _Ø§_Ú¤_____ Ø§__Ø ̈_Ø± _Ø§_ Ø ̈Ø3Ø ̈Ø ̈ Ø§_Ø®___ __Ø°Ø§ Ø§_Ø ́_ __ _Ø§Ø1Ø ̄ _Ø­Øμ_ Ø§_Ø­__ Ø§__Ø1Ø ̄___ __ _Ø§Ø1Ø ̄__ _Ø ̈_Ø1_! _Ø§Ø±_Ø§_ Ø ̈_Øa____ Ø1_Ø ̄__ _Ø§Ø1Ø ̄Ø© ØaØ2_Ø ̄.. __ ØaØ1Øa_Ø ̄ __ _Ø§_ #BearMarket Ø§__Ø1Ø ̄___ _Ø§ Ø ̈_Ø ̈_Ø1_Ø§_ _Ø§ _Ø1Øa_Ø ̄,0
1599,"__ can__ wait for this bear market to be over.._

ITS BEEN 4 DAYS. _¤£ __

#NFTs #BearMarket #Ethereum $ETH",__ can__ wait for this bear market to be over.._ ITS BEEN 4 DAYS. _¤£ __ #NFTs #BearMarket #Ethereum <TICKER>,0
1600,"__ to see..the real bloodbath is the markets and what is about to happen, may just be what shakes people awake finally.. like a thief in the night_____ #xrp #xlm #stockmarketcrash #BitcoinCrash #StockMarket #Cryptocrash #buythedip #Stellar","__ to see..the real bloodbath is the markets and what is about to happen, may just be what shakes people awake finally.. like a thief in the night_____ #xrp #xlm #stockmarketcrash #BitcoinCrash #StockMarket #Cryptocrash #buythedip #Stellar",2
1601,"__#Nifty Fut - 15,794.50 (2.78%)

__ #sensex Fut - 54,504 (2.41%)

__ #banknifty Fut - 34,425 (2.76%)

Indian #Markets will again open gap down due to the geo #political
pressure. 

#stockmarketcrash #India #RussiaUkraineWar","__#Nifty Fut - 15,794.50 (2.78%) __ #sensex Fut - 54,504 (2.41%) __ #banknifty Fut - 34,425 (2.76%) Indian #Markets will again open gap down due to the geo #political pressure. #stockmarketcrash #India #RussiaUkraineWar",2
1602,"__Celles et ceux qui ont levÃ© significativement (sur grosse valo) fin 2021 ou dÃ©but 2022 et qui sont (presque) rentables sont au top. Les autres...

#BearMarket #startup",__Celles et ceux qui ont levÃ© significativement (sur grosse valo) fin 2021 ou dÃ©but 2022 et qui sont (presque) rentables sont au top. Les autres... #BearMarket #startup,1
1603,"__Corrections from High in IT #Stocks  

1) #TechM - 24%
2) #Wipro - 26%
3) #Mindtree - 30%
4) #Dixon - 34%
5) #Naukri - 42%
6) #HCLTech - 23%
7) #BSoft - 27%
8) #Coforge - 29%

#stockmarketcrash",__Corrections from High in IT #Stocks 1) #TechM - 24% 2) #Wipro - 26% 3) #Mindtree - 30% 4) #Dixon - 34% 5) #Naukri - 42% 6) #HCLTech - 23% 7) #BSoft - 27% 8) #Coforge - 29% #stockmarketcrash,1
1604,"__Drip __ ??
@F0r3x_Shark @DRIPcommunity #drip #bearmarket #DeFi",__Drip __ ?? <USER> <USER> #drip #bearmarket #DeFi,0
1605,"__Random question of the day!

_¤ªWhat advice will you give to crypto lovers when entering the #bearmarket?
#cryptotrading #cryptocurrecy #Bitcoin #LUNA  #crypto #cryptocurrency #altcoins  #Bitcoin #BTC #Cryptos #Solana",__Random question of the day! _¤aWhat advice will you give to crypto lovers when entering the #bearmarket? #cryptotrading #cryptocurrecy #Bitcoin #LUNA #crypto #cryptocurrency #altcoins #Bitcoin #BTC #Cryptos #Solana,1
1606,"__Survival Tips in the Bear Market__

__Take your eyes off the charts! 
__Be sure to take decent rest! 
__Eat, Pray, Love
__Don__ blame yourself, we are in this together! 
__Follow projects, artists, and developers who are constantly building in the bear market.

#BearMarket2022","__Survival Tips in the Bear Market__ __Take your eyes off the charts! __Be sure to take decent rest! __Eat, Pray, Love __Don__ blame yourself, we are in this together! __Follow projects, artists, and developers who are constantly building in the bear market. #BearMarket2022",1
1607,"______

My money was losing 7% every year due to inflation so I decided to invest it in the stock market. Now I__ losing 7% every day.

Src - Whatsapp

#Investing #stockmarketcrash",______ My money was losing 7% every year due to inflation so I decided to invest it in the stock market. Now I__ losing 7% every day. Src - Whatsapp #Investing #stockmarketcrash,2
1608,"__ear Market_... __rypto Winter_... __he dip that keeps dipping_... __he bottomless dip_... call it what you want but this is the ugly side of crypto that no-one really likes to talk about_

2/n

#bearmarket #BTC #CryptoNews",__ear Market_... __rypto Winter_... __he dip that keeps dipping_... __he bottomless dip_... call it what you want but this is the ugly side of crypto that no-one really likes to talk about_ 2/n #bearmarket #BTC #CryptoNews,2
